Movie Title,Description,Genre,Cast,Studios
Iron Man 3,When Tony Starks world is torn apart by a formidable terrorist called the Mandarin he starts an odyssey of rebuilding and retribution.,Action Adventure Science Fiction,Robert Downey Jr. Gwyneth Paltrow Don Cheadle Guy Pearce Rebecca Hall Jon Favreau Ben Kingsley James Badge Dale Stephanie Szostak Paul Bettany William Sadler Dale Dickey Ty Simpkins Miguel Ferrer Wang Xueqi Shaun Toub Matthew Sterling Nye Pat Kiernan Josh Elliott Megan Henderson Thomas Roberts Bill Maher Joan Rivers George Kotsiopoulos Bronte DEsposito Noah Visconti Ashley Hamilton Brooke Jaye Taylor Kim Holderness Glenn Foster Anthony Reynolds Kendrick Cross Tom Clark Brian Schaeffer John Eddins Spencer Garrett Rockey Dickey Jr. Drew Michael Hershner Sarah Burkhardt Jan Broberg Andrew Lauer Nate Bynum Andrew Lander Tom Virtue Roy McCrerey Serdar Kalsin Demetrois Hodges Bobby Tisdale Yvonne Zima Stan Lee Adam Pally James Rackley Cullen Moss Jake De Witt Rebecca Mader Kevin Arnold Juan C. Bofill David Anthony Buglione Adam Lytle Paul OConnor Phil Ortiz Gwendalyn Barker Steve Wilder Luciana Faulhaber Kary Musa Mike Massa Mark Kubr Si-Fu Eric Oram Naomi Parshin Aurelia Riley Johanna Yunda Wesley Thompson Jenna Ortega Toochukwu T.C. Anyachonkeya Chad Kurtz Cal Johnson Corey Hawkins Linden Ashby Sarah Farooqui Sala Baker Kial Butler Nick Brandon Dan Brown Fernando Chien Ilram Choi Brycen Counts Kiante Elam Dane Farwell Mark Fichera Colin Follenweider Aja Frary Mark Ginther Adrian Gonzalez Dennis Keiffer Samuel Le Tara Macken William Morts Jade Quon J. C. Robaina Markos Rounthwaite Philip J. Silvera Brian Simpson Mark Aaron Wagner Chris Gethard Nick W. Nicholson Bridger Zadina Mark Ruffalo Johnny Otto,Marvel Studios
Star Trek Into Darkness,When the crew of the Enterprise is called back home they find an unstoppable force of terror from within their own organization has detonated the fleet and everything it stands for leaving our world in a state of crisis. With a personal score to settle Captain Kirk leads a manhunt to a war-zone world to capture a one man weapon of mass destruction. As our heroes are propelled into an epic chess game of life and death love will be challenged friendships will be torn apart and sacrifices must be made for the only family Kirk has left: his crew.,Science Fiction Adventure Action,Chris Pine Zachary Quinto Zoe Saldaña Benedict Cumberbatch Karl Urban Simon Pegg Bruce Greenwood Peter Weller Alice Eve Anton Yelchin John Cho Leonard Nimoy Noel Clarke Nazneen Contractor Amanda Foreman Jay Scully Jonathan Dixon Aisha Hinds Joseph Gatt Jeremy Raymond Tony Guma Kimberly Arland Sean Blakemore Nick E. Tarabay Beau Billingslea Deep Roy Anjini Taneja Azhar Jack Laufer Katie Cockrell Kellie Cockrell Jason Matthew Smith Seth Ayott Marco Sanchez Lee Reherman Scott Lawrence Usman Ally Nolan North James Hiroyuki Liao Rob Moran Berit Francis Akiva Goldsman Benjamin P. Binswanger Christopher Doohan Andy Demetrio Gianna Simone Rene Rosado Jacqueline King Long Tran Ningning Deng Jodi Johnston Colleen Harris Jeff Chase Monisola Akiwowo Paul K. Daniel SerDarius Blain Heather Langenkamp David C. Waite Melissa Paulo Cynthia Addai-Robinson Drew Grey Douglas Weng Charlie Haugk Max Chernov Marc Primiani Jesper Inglis Jacob Rhodes Kentucky Rhodes Toney Wilson Eric Greitens Melissa Steinman Adam McCann Jon Orvasky Gerald W. Abrams James McGrath Brian T. Delaney Arlen Escarpeta Joe Moses Kevin Michael Richardson David Sobolov Matthew Wood Fred Tatasciore Kiff VandenHeuvel Audrey Wasilewski Bill Hader Britanni Johnson Chris Gardner Julianne Buescher Joe Hanna David Acord Elle Newlands Candice Renee Emily Towers Gina Hirsch Tom Archdeacon Jon Lee Brody Hiram A. Murray Fernando Chien,Bad Robot Paramount Pictures Skydance Media
Before Midnight,It has been nine years since we last met Jesse and Celine the French-American couple who once met on a train in Vienna. They now live in Paris with twin daughters but have spent a summer in Greece at the invitation of an author colleague of Jesses. When the vacation is over and Jesse must send his teenage son off to the States he begins to question his life decisions and his relationship with Celine is at risk.,Drama Romance,Ethan Hawke Julie Delpy Seamus Davey-Fitzpatrick Jennifer Prior Charlotte Prior Xenia Kalogeropoulou Walter Lassally Ariane Labed Yiannis Papadopoulos Athina Rachel Tsangari Panos Koronis Enrico Focardi Manolis Goussias Anouk Servera Yota Argyropoulou Serafeim Radis John Sloss Tety Kalafati,Castle Rock Entertainment Detour Filmproduction Faliro House Productions Venture Forth
The Theory of Everything,The Theory of Everything is the extraordinary story of one of the worlds greatest living minds the renowned astrophysicist Stephen Hawking who falls deeply in love with fellow Cambridge student Jane Wilde.,Romance Drama,Eddie Redmayne Felicity Jones Charlie Cox Emily Watson Simon McBurney David Thewlis Maxine Peake Harry Lloyd Tom Prior Sophie Perry Finlay Wright-Stephens Alice Orr-Ewing Thomas Morrison Michael Marcus Gruffudd Glyn Paul Longley Guy Oliver-Watts Lucy Chappell Charlotte Hope Abigail Cruttenden Nicholas Gerard-Martin Brett Brown Anthony Skrimshire Christian McKay Adam Godley Nicola Sloane Lottie Hamilton Enzo Cilenti Rufus Taylor Delilah Sexton Eileen Davies Simon Chandler Georg Nikoloff Oliver Payne Raffiella Chapman Sam Houston Victoria Emslie Frank Lebœuf Will Barton Lucy Challenger Nicola Victoria Buck Stuart Benson Andrew Bridgmont Jamie Edwards Jumaane Brown Becky Bush Jon Wennington Cynthia Garbutt,Working Title Films Working Title Films
Foxcatcher,The greatest Olympic Wrestling Champion brother team joins Team Foxcatcher led by multimillionaire sponsor John E. du Pont as they train for the 1988 games in Seoul - a union that leads to unlikely circumstances.,Thriller Drama,Steve Carell Channing Tatum Mark Ruffalo Sienna Miller Vanessa Redgrave Anthony Michael Hall Guy Boyd Brett Rice Jackson Frazer Samara Lee Francis J. Murphy III Jane Mowder David Bennett Lee Perkins Robert Haramia Daniel Hilt Bryan Cook David Zabriskie Zach Rey Reece Humphrey J.D. Bergman Corey Jantzen Frederick Feeney Mark Schultz Lee Kemp Jake Herbert Donald Modrick Gabrielle Burton Kevin Cooke Richard E. Chapla Jr. Bill Ehrin Roger Callard Dan Anders Barry Vlanich Sam Brehm Stan Dziedzic David Miller Brian Baumgartner Joe Russo Ken Williams Gene Mills John C. Baxter Rick Steigerwald Marc Snider Jaz Securo Corey Walker Alan Oppenheimer Joe Fishel Jackson Nunn Lou Consolo,Annapurna Pictures Likely Story
American Sniper,U.S. Navy SEAL Chris Kyle takes his sole mission—protect his comrades—to heart and becomes one of the most lethal snipers in American history. His pinpoint accuracy not only saves countless lives but also makes him a prime target of insurgents. Despite grave danger and his struggle to be a good husband and father to his family back in the States Kyle serves four tours of duty in Iraq. However when he finally returns home he finds that he cannot leave the war behind.,Action War,Bradley Cooper Sienna Miller Kyle Gallner Cole Konis Ben Reed Elise Robertson Keir ODonnell Luke Sunshine Kevin Lacz Troy Vincent Brandon Salgado Telis Chance Kelly Marnette Patterson Billy Miller Leonard Roberts Reynaldo Gallegos Jake McDorman Cory Hardrict Eric Ladin Brando Eaton James Ryen Luke Grimes Sammy Sheik Evan Gamble Tim Griffin Brian Hallisay Navid Negahban Fehd Benchemsi Eric Close Zack Duhame Mido Hamada Kathe Mazur Sam Jaeger Assaf Cohen Fahim Fazli Hector Bucio Jonathan Groff Melissa Hayden Pamela Denise Weaver James D. Dever Owain Yeoman Greg Duke Max Charles Robert Clotworthy Anthony Jennings Vincent Selhorst-Jones Jason Hall Jason Walsh Jonathan Kowalsky Shane Habberstad Kevin Ryan Benjamin Mathes Luis Jose Lopez Had Mhidi Senhaji Ryan Sadaghiani Ayman Samman Salah Salea Aidan McGraw Ferguson Reid Mark Thomason Amie Farrell Quay Terry Tami Goveia Leon Farmer Paul Meixner Victoria Reina Sigloch Joel Lambert Tony Nevada Brett Edwards Nick Salter Ricky Ryba Jet Jurgensmeyer Madeleine McGraw Elizabeth Schmidt Bryan Anderson Jacob Schick Wade White Erik Audé Amber Alexander Belle Angel Emerson Brooks Clint Eastwood E.R. Ruiz,Warner Bros. Pictures Village Roadshow Pictures RatPac Entertainment Mad Chance 22nd & Indiana Pictures Malpaso Productions
The Imitation Game,Based on the real life story of legendary cryptanalyst Alan Turing the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britains top-secret Government Code and Cypher School at Bletchley Park during the darkest days of World War II.,Drama War Thriller History,Benedict Cumberbatch Keira Knightley Matthew Goode Rory Kinnear Allen Leech Matthew Beard Charles Dance Mark Strong James Northcote Tom Goodman-Hill Steven Waddington Ilan Goodman Jack Tarlton Alex Lawther Jack Bannon Tuppence Middleton Dominic Charman James G. Nunn Charlie Manton David Charkham Victoria Wicks Andrew Havill Laurence Kennedy Tim van Eyken Will Bowden Miranda Bell Tim Steed Hayley Joanne Bacon Nicholas Blatt Ancuta Breaban Alex Corbet Burcher Grace Calder Richard Campbell Daniel Chapple Lisa Colquhoun Alexander Cooper Leigh Dent Sam Exley Dennis Good Debra Leigh-Taylor Stuart Matthews Joseph Oliveira David G. Robinson Mark Underwood Nicola-Jayne Wells Josh Wichard Joshua Wichard,Bristol Automotive Black Bear Pictures FilmNation Entertainment
Birdman or (The Unexpected Virtue of Ignorance),A fading actor best known for his portrayal of a popular superhero attempts to mount a comeback by appearing in a Broadway play. As opening night approaches his attempts to become more altruistic rebuild his career and reconnect with friends and family prove more difficult than expected.,Drama Comedy,Michael Keaton Emma Stone Zach Galifianakis Edward Norton Andrea Riseborough Naomi Watts Amy Ryan Lindsay Duncan Merritt Wever Jeremy Shamos Damian Young Kenny Chin Jamahl Garrison-Lowe Katherine OSullivan Keenan Shimizu Akira Ito Natalie Gold Michael Siberry Clark Middleton William Youmans Paula Pell David Fierro Hudson Flynn Warren Kelley Joel Marsh Garland Brent Bateman Donna Lynne Champlin Valentino Musumeci Taylor Schwencke Craig muMs Grant Kyle Knauf Dave Neal Kelly Southerland Roberta Colindrez Catherine Peppers Frank Ridley Janis Corsair Rakesh G. Shah Bill Camp Malachi Weir Jackie Hoffman Stephen Adly Guirgis Glenn Wein Ebrahim Jaffer Rain Noe Susan Blackwell Anna Hardwick Dusan Dukic Helena-Alexis Seymour Ian Finlay Lynn Marocola Paugh Shadow,TSG Entertainment Worldview Entertainment New Regency Pictures M Productions Le Grisbi Productions
Whiplash,Under the direction of a ruthless instructor a talented young drummer begins to pursue perfection at any cost even his humanity.,Drama Music,Miles Teller J.K. Simmons Paul Reiser Melissa Benoist Austin Stowell Nate Lang Chris Mulkey Damon Gupton Suanne Spoke Max Kasch Charlie Ian Jayson Blair Kofi Siriboe Kavita Patil C.J. Vana Tarik Lowe Tyler Kimball Rogelio Douglas Jr. Adrian Burks Calvin C. Winbush Joseph Bruno Michael D. Cohen Jocelyn Ayanna Keenan Henson Janet Hoskins April Grace Clifton Fou Fou Eddie Marcus Henderson Tony Baker Henry G. Sanders Sam Campisi Jimmie Kirkpatrick Keenan Allen Ayinde Vaughan Shai Golan Yancey Wells Candace Roberge Krista Kilber Joseph Oliveira,Bold Films Blumhouse Productions Right of Way Films
The Judge,A successful lawyer returns to his hometown for his mothers funeral only to discover that his estranged father the towns judge is suspected of murder.,Drama,Robert Downey Jr. Robert Duvall Vera Farmiga Vincent DOnofrio Jeremy Strong Dax Shepard Billy Bob Thornton Leighton Meester Ken Howard Emma Tremblay Balthazar Getty David Krumholtz Grace Zabriskie Denis OHare Sarah Lancaster Lonnie Farmer Matt Riedy Mark Kiely Jeremy Holm Catherine Cummings Tamara Hickey Paul-Emile Cendron Ian Nelson Carol S. Austin Marcus DAngelo Michael Celata Bobby Bryan Cody Pettola Johnny Orlando Gary Wayne Farris Ras Enoch McCurdie Ian Blackman John Talalas Daryl Edwards Joel Brady Sara Jane Burns Ara Glenn-Johanson Kate Crowley Peter Michael McDonald Michael Patrick Kane Lance Norris Lenny Clarke Frank Ridley Duncan B. Putney Pun Bandhu Jamison Haase Lucien Spelman Timothy John Smith Jonathan Ziese Brian McGrail Joyce Greenleaf Enn Reitel Tiffany Crosby Mary Hronicek Susan Garfield,Village Roadshow Pictures Big Kid Pictures Team Downey Warner Bros. Pictures
Boyhood,The film tells a story of a divorced couple trying to raise their young son. The story follows the boy for twelve years from first grade at age 6 through 12th grade at age 17-18 and examines his relationship with his parents as he grows.,Drama,Ellar Coltrane Patricia Arquette Ethan Hawke Lorelei Linklater Libby Villari Marco Perella Brad Hawkins Jamie Howard Andrew Villarreal Jenni Tooley Zoe Graham Charlie Sexton Elijah Smith Steven Chester Prince Bonnie Cross Sydney Orta Shane Graham Tess Allen Ryan Power Sharee Fowler Mark Finn Byron Jenkins Holly Moore David Blackwell Barbara Chisholm Matthew Martinez-Arndt Cassidy Johnson Cambell Westmoreland Jennifer Griffin Garry Peters Merrilee McCommas Tamara Jolaine Jordan Howard Andrew Bunten Tyler Strother Evie Thompson Savannah Welch Mika Odom Sinjin Venegas Nick Krause Derek Chase Hickey Angela Rawna Megan Devine Landon Collier Roland Ruiz Richard Andrew Jones Karen Jones Gordon Friday Tom McTigue Sam Dillon Martel Summers David Clark Jessie Tilton Richard Robichaux Will Harris Indica Shaw Bruce Salmon Wayne Sutton Joe Sundell Sean Tracey Ben Hodges Daniel Zeh Chris Doubek Andrea Chen Mona Lee Fultz Bill Wise Alina Linklater Charlotte Linklater Genevieve Kinney Elijah Ford Kyle Crusham Conrad Choucroun Maximillian McNamara Taylor Weaver Jessi Mechler Deanna Brochin Stephen Latham Heather Materne Johnny Walter Natalie Makenna Ken Edwards,IFC Productions Detour Filmproduction
Still Alice,Alice Howland happily married with three grown children is a renowned linguistics professor who starts to forget words. When she receives a devastating diagnosis Alice and her family find their bonds tested.,Drama,Julianne Moore Kate Bosworth Shane McRae Hunter Parrish Alec Baldwin Seth Gilliam Kristen Stewart Stephen Kunken Erin Darke Daniel Gerroll Quincy Tyler Bernstine Maxine Prescott Orlagh Cassidy Rosa Arredondo Zillah Glory Caridad Montanez Caleb Freundlich Charlotte Robson Jean Burns José Báez Victoria Cartagena Jeannette Gould Takako Haywood Samantha Kelly Diane Kimbrell Cat Lynch Joanne Perica Jamie Lee Petronis Nancy Ellen Shore Eha Urbsalu Gail Yudain Cal Freundlich,Shriver Films Killer Films Big Indie Pictures BSM Studio Lutzus-Brown
"Two Days, One Night",Sandra is a young woman who has only one weekend to convince her colleagues they must give up their bonuses in order for her to keep her job — not an easy task in this economy.,Drama,Marion Cotillard Fabrizio Rongione Catherine Salée Pili Groyne Baptiste Sornin Simon Caudry Lara Persain Alain Eloy Myriem Akheddiou Fabienne Sciascia Anette Niro Rania Mellouli Christelle Delbrouck Timur Magomedgadzhiev Hassaba Halabi Soufiane Jilal Hicham Slaoui Philippe Jeusette Yohan Zimmer Safia Gollas Christelle Cornil Marion Lory Angélique Michaux Laurent Caron Joachim Vincent Donovan Deroulez Tom Adjibi Elena Doratiotto Franck Laisné Maïdy Ankaye Alao Kasongo Serge Koto Morgan Marinne Gianni La Rocca Ben Hamidou Carl Jadot Olivier Gourmet Sabine Raskin Carmela Nicosia Dimitri Mouton Camelia Jawhari Moli Limet Henia Missoumi Alia Perée Zeyd Sen Corentin Lahaye Alix Toussaint Damien Trapletti,Les Films du Fleuve Archipel 33>35 BIM Distribuzione Eyeworks France 2 Cinéma RTBF Belgacom
Gone Girl,With his wifes disappearance having become the focus of an intense media circus a man sees the spotlight turned on him when its suspected that he may not be innocent.,Drama Mystery Thriller,Ben Affleck Rosamund Pike Neil Patrick Harris Tyler Perry Carrie Coon Kim Dickens Patrick Fugit David Clennon Lisa Banes Missi Pyle Emily Ratajkowski Casey Wilson Lola Kirke Boyd Holbrook Sela Ward Lee Norris Jamie McShane Leonard Kelly-Young Kathleen Rose Perkins Pete Housman Lynn Adrianna Mark Atteberry Darin Cooper Kate Campbell Brett Leigh Antonio St. James Lauren Glazier Julia Prudhomme Cooper Thornton Casey Ruggieri Cyd Strittmatter Ashley Didion Lexis Nutt L.A. Williams Blake Sheldon Sean Guse Ricky Wood Fred Cross Scott Takeda Donna Rusch Kathy Sweeney-Meadows Mark T Anderson Scoot McNairy Christina Alex Samuel Baca Bill Blair Thomas R. Baker Gregoer Boru Will C. Caroline Clements Nancy DeMars Davina Joy Michael James Kelly Elester Latham Aaron Massey Orion McCabe Roz McHenry Bryan McKinley Teebone Mitchell Justin Nesbitt Mark Parrish Jaclyn Rose Sahlima Joel Shock Robert Tarpinian Tracy Weisert Michelle Winters Tracy Brotherton Matilde Matteucci Dale Shane Joey Courteau Kyle Hinton,20th Century Fox Regency Enterprises
Wild,A woman with a tragic past decides to start her new life by hiking for one thousand miles on the Pacific Crest Trail.,Drama,Reese Witherspoon Laura Dern Keene McRae Gaby Hoffmann Michiel Huisman Kevin Rankin Cliff DeYoung Thomas Sadoski Randy Schulman W. Earl Brown Brian Van Holt Mo McRae Will Cuddy Leigh Parker Nick Eversman Ray Buckley Cathryn de Prume Kurt Conroyd Ted de Chatelet Jeffree Newman Lorraine Bahr Jerry Carlton Kevin-Michael Moore Debra Pralle Gray Eubank Anne Sorce Charles Baker J.D. Evermore Beth Hall Jan Hoag Carlee McManus Art Alexakis Anne Gee Byrd Jeanine Jackson Jason Newell Barry ONeil Richard Morris Bobbi Strayed Lindstrom Robert Alan Barnett William Nelson Tony Doupe Dan Considine Andrew Saunderson Greg James Orianna Milne Brian Borcherdt Eric D. Johnson Matt Pascua Edric Carter Matthew Noyes John Dickerson Jr. Denise McSweeny Alina Gatti Cheryl Strayed Evan OToole Henry Shotwell Vincent M. Biscione Dylan Hall Ted Rooney,bob industries Fox Searchlight Pictures Pacific Standard
Into the Woods,In a woods filled with magic and fairy tale characters a baker and his wife set out to end the curse put on them by their neighbor a spiteful witch.,Comedy Fantasy,Anna Kendrick Meryl Streep James Corden Emily Blunt Daniel Huttlestone Lilla Crawford Chris Pine Johnny Depp Christine Baranski Tammy Blanchard Lucy Punch Mackenzie Mauzy Billy Magnussen Tracey Ullman Richard Glover Frances de la Tour Simon Russell Beale Joanna Riding Annette Crosbie Andy Hayes Scott Plumridge,Walt Disney Pictures Marc Platt Productions Lucamar Productions
Big Hero 6,A special bond develops between plus-sized inflatable robot Baymax and prodigy Hiro Hamada who team up with a group of friends to form a band of high-tech heroes.,Comedy Action Family Animation Adventure,Scott Adsit Ryan Potter Daniel Henney T.J. Miller Jamie Chung Damon Wayans Jr. Genesis Rodriguez James Cromwell Alan Tudyk Maya Rudolph Abraham Benrubi Katie Lowes Billy Bush Daniel Gerson Paul Briggs Charlie Adler Marcella Lentz-Pope David Shaughnessy Cam Clarke Nicholas Guest Terri Douglas Tim Mertens Yuri Lowenthal Sundra Oakley Brian R. Norris Stan Lee Shane Sweet Frank Welker David Cowgill Kirk Baily Charlotte Gulezian Reed Buck Roy Conli Cooper Cowgill Jackie Gonneau Marlie Crisafulli Bridget Hoffman Kelly Hoover Leah Latham James Taku Leung Yumi Mizui Michael Powers Lynwood Robinson Josie Trinidad Daniel Howell June Christopher Phil Lester,Walt Disney Pictures Walt Disney Animation Studios
The Boxtrolls,An orphaned boy raised by underground creatures called Boxtrolls comes up from the sewers and out of his box to save his family and the town from the evil exterminator Archibald Snatcher.,Animation Comedy Fantasy Family,Ben Kingsley Isaac Hempstead Wright Elle Fanning Dee Bradley Baker Toni Collette Jared Harris Nick Frost Richard Ayoade Tracy Morgan Simon Pegg Nika Futterman Pat Fraley Fred Tatasciore Maurice LaMarche James Urbaniak Brian George Lori Tritel Steve Blum Laraine Newman Reckless Jack Max Mitchell,Laika
How to Train Your Dragon 2,Five years have passed since Hiccup and Toothless united the dragons and Vikings of Berk. Now they spend their time charting unmapped territories. During one of their adventures the pair discover a secret cave that houses hundreds of wild dragons -- and a mysterious dragon rider. Hiccup and Toothless find themselves at the center of a battle to protect Berk from a power-hungry warrior.,Comedy Animation Adventure Action Fantasy Family,Jay Baruchel Cate Blanchett Gerard Butler Craig Ferguson America Ferrera Jonah Hill Christopher Mintz-Plasse T.J. Miller Kristen Wiig Djimon Hounsou Kit Harington Kieron Elliott Philip McGrade Andrew Ableson Gideon Emery Simon Kassianides Randy Thom,DreamWorks Animation
Song of the Sea,The story of the last Seal Childs journey home. After their mothers disappearance Ben and Saoirse are sent to live with Granny in the city. When they resolve to return to their home by the sea their journey becomes a race against time as they are drawn into a world Ben knows only from his mothers folktales. But this is no bedtime story; these fairy folk have been in our world far too long. It soon becomes clear to Ben that Saoirse is the key to their survival.,Fantasy Animation Family,David Rawle Brendan Gleeson Lisa Hannigan Fionnula Flanagan Lucy OConnell Jon Kenny Pat Shortt Colm ÓSnodaigh Liam Hourican Kevin Swierszcz Will Collins Paul Young,Cartoon Saloon Melusine Productions The Big Farm Superprod Animation Nørlum Fís Éireann/Screen Ireland StudioCanal Haut et Court WestEnd Films Magellan Films
The Tale of the Princess Kaguya,Found inside a shining stalk of bamboo by an old bamboo cutter and his wife a tiny girl grows rapidly into an exquisite young lady. The mysterious young princess enthrals all who encounter her. But ultimately she must confront her fate.,Drama Fantasy Animation,Aki Asakura Takeo Chii Nobuko Miyamoto Kengo Kora Atsuko Takahata Tomoko Tabata Shinosuke Tatekawa Takaya Kamikawa Hikaru Ijūin Ryudo Uzaki Shichinosuke Nakamura Isao Hashizume Tatsuya Nakadai Yukiji Asaoka Tamaki Kojo Yuji Miyake Mirai Uchida Hiroyuki Yamamoto,Studio Ghibli Hakuhodo DY Media Partners KDDI Mitsubishi Shoji Nippon Television Network Corporation TOHO T2 Studio
The Grand Budapest Hotel,The Grand Budapest Hotel tells of a legendary concierge at a famous European hotel between the wars and his friendship with a young employee who becomes his trusted protégé. The story involves the theft and recovery of a priceless Renaissance painting the battle for an enormous family fortune and the slow and then sudden upheavals that transformed Europe during the first half of the 20th century.,Comedy Drama,Ralph Fiennes F. Murray Abraham Mathieu Amalric Adrien Brody Willem Dafoe Jeff Goldblum Harvey Keitel Jude Law Bill Murray Edward Norton Saoirse Ronan Jason Schwartzman Léa Seydoux Tilda Swinton Tom Wilkinson Owen Wilson Tony Revolori Larry Pine Giselda Volodi Florian Lukas Karl Markovics Volker Michalowski Neal Huff Bob Balaban Fisher Stevens Wallace Wolodarsky Waris Ahluwalia Jella Niemann Marcel Mazur Robert Bienas Manfred Lindner Oliver Claridge Bernhard Kremser Kunichi Nomura Sister Anna Rademacher Heinz-Werner Jeschkowski Steffen Scheumann Sabine Euler Renate Klein Uwe Holoubek Francesco Zippel Enrico Hoffmann Daniel Steiner Marie Goyette Hendrik von Bültzingslöwen Paul Schlase Jenő Orosz Gyula Lukács Darin Damjanow Dar Ronge Georg Rittmannsperger Dirk Bossmann Arwin Lobedann Robin Hurlstone Jutta Westphal Matthias Holfert Lisa Kreuzer Gisela Bech Birgit Müller Ursula Kuhnt Monika Krüger Wolfram Nielacny Reinhold Hegelow Steffen Nixdorf Rainer Reiners Milton Welsh Piet Paes Michaela Caspar Sabine Urig Heike Hanold-Lynch Roy Macready John Peet Carl Sprague Golo Euler Jürgen Schwämmle Frank Jacob Roman Berger Michael Benthin Matthias Matschke Lennart Meyer Alfred Hänel Manpreet Gerlach David Adamik Moritz Hepper David Cioffi Lucas Hedges Wolfgang Czeczor Philipp Sonntag Hans Martin Stier Georg Tryphon Gabriel Rush Hannes Wegener Gerald Sullivan Oliver Hazell Ben Howard Bohumil Váchal Marko Dyrlich Ed Munro,Fox Searchlight Pictures Scott Rudin Productions Studio Babelsberg Indian Paintbrush TSG Entertainment American Empirical Pictures
Ida,Anna a young novitiate in 1960s Poland is on the verge of taking her vows when she discovers a family secret dating back to the years of the German occupation.,Drama,Agata Trzebuchowska Agata Kulesza Dawid Ogrodnik Jerzy Trela Adam Szyszkowski Halina Skoczyńska Joanna Kulig Dorota Kuduk Natalia Łągiewczyk Afrodyta Weselak Mariusz Jakus Izabela Dąbrowska Artur Janusiak Anna Grzeszczak Jan Wojciech Poradowski Konstanty Szwemberg Paweł Burczyk Artur Majewski Krzysztof Brzezinski Piotr Sadul Lukasz Jerzykowski Artur Mostowy Marek Kasprzyk Marek Wyrwicz,Opus Film Phoenix Film Investments Portobello Pictures
Mr. Turner,Eccentric British painter J.M.W. Turner lives his last 25 years with gusto and secretly becomes involved with a seaside landlady while his faithful housekeeper bears an unrequited love for him.,History Drama,Timothy Spall Dorothy Atkinson Marion Bailey Paul Jesson Lesley Manville Martin Savage Ruth Sheen David Horovitch Karl Johnson Peter Wight Joshua McGuire Stuart McQuarrie Sylvestra Le Touzel Leo Bill Kate OFlynn Sinead Matthews Karina Fernandez Richard Bremmer Mark Stanley Jamie Thomas King Tom Wlaschiha Patrick Godfrey Niall Buggy Fred Pearson Tom Edden Clive Francis Robert Portal James Fleet Roger Ashton-Griffiths Simon Chandler Edward de Souza Oliver Maltman Sam Kelly Sandy Foster Amy Dawson Alice Bailey Johnson Alice Orr-Ewing Veronica Roberts Richard Dixon Michael Keane James Norton David Ryall Nicola Sloane Eleanor Yates Fenella Woolgar Richard Cordery James Dryden Marcello Magni Mark Wingett Ruby Bentall Lee Ingleby Pearl Chanda Ned Derrington Phil Elstob Peter Hannah Francesca Zoutewelle Billy Holland Michael Culkin Vincent Franklin Nicholas Woodeson Elizabeth Berrington Eileen Davies Bob Goody Terrence Hardiman Theresa Watson Judi Scott Angela Curran Amanda Lawrence Judith Amsenga Helen Cooper Stuart Matthews Nicholas Jones Robert J. Fraser,Film4 Productions Focus Features BFI Diaphana Films Amusement Park Films Xofa Productions France 3 Cinéma Lipsync Productions Thin Man Films
Unbroken,A chronicle of the life of Louis Zamperini an Olympic runner who was taken prisoner by Japanese forces during World War II.,Drama War,Jack OConnell Alex Russell Domhnall Gleeson Garrett Hedlund MIYAVI Finn Wittrock Jai Courtney Maddalena Ischiale Vincenzo Amato Sophie Dalah Morgan Griffin Savannah Lamble Luke Treadaway John Magaro Louis McIntosh Ross Anderson C.J. Valleroy John DLeo Jordan Patrick Smith Spencer Rocco Lofranco Stephen J. Douglas Marcus Vanco Dylan James Watson Ryan Ahern Ross Langley Michael Whalley Sean ODonnell Travis Jeffery James McEnery Stephen Stanton Talia Mano Yutaka Izumihara Hisa Goto Hiroshi Kasuga Akira Fujii Chris Proctor Shinji Ikefuji Brodie Henson Shingo Usami Stefan Mogel Clay Zamperini Jess Terrell Sean-Ryan Petersen Toby Fuller Conor Fogarty Jack Marshall Taki Abe Keiichi Enomoto Taka Uematsu Yoji Tatsuta John Michael Burdon Ben Rossberg Sean Edward Frazer Yoshinao Aonuma James Storer Joel Knights Kristopher Bos Katsu Nojiri Matt Hurley Shane Leckenby Connor Clarke Steven Carnuccio Matthew Crocker Connor Zegenhagen Nicholas Farris Sarah Alison Mathew Hislop Matthew McConnell Dougal Walker Jack Alcock Darren Wyer Andy de Lore Mitch Christen Matt Clayton Darren Gallagher Kent Lee Beau Paley Craig Walker Sam Byrne,Legendary Pictures Jolie Pas 3 Arts Entertainment
